Date,Rainfall_mm
2022-01-01,0.3829746541121732
2022-01-02,0.254699750992375
2022-01-03,0.0024015035318291707
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0011673042739647021
2022-01-08,0.01475451732783214
2022-01-09,0.13505688945398384
2022-01-10,0.12507742261379093
2022-01-11,0.3046145673058387
2022-01-12,0.273694452640695
2022-01-13,0.5908185697660067
2022-01-14,0.21465378826942996
2022-01-15,0.05265513513291228
2022-01-16,0.04468425309312516
2022-01-17,0.07492628623393999
2022-01-18,0.11481137330765309
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.001969024485004121
2022-01-24,0.009916294555085293
2022-01-25,0.0021634505710740022
2022-01-26,0.03747757162520851
2022-01-27,0.11826433445178512
2022-01-28,0.04984359320361113
2022-01-29,0.011972444050985834
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.000541657749293507
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.027095755211253097
2022-02-18,0.00815420770558758
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.015760484057060188
2022-03-08,0.02711283124011496
2022-03-09,0.14848467928991801
2022-03-10,0.0020646212379569592
2022-03-11,0.09279390478479689
2022-03-12,0.047969287639294846
2022-03-13,0.008568302282820578
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-19,0.6542926465255626
2022-03-20,1.3833112029655688
2022-03-21,0.2178865074976415
2022-03-22,1.4819134897484942
2022-03-23,0.27738564943327854
2022-03-24,1.6220695349536296
2022-03-25,1.2227291344948437
2022-03-26,0.4925992578214061
2022-03-27,0.5902868234889879
2022-03-28,0.36659872333478666
2022-03-29,0.19062059272782525
2022-03-30,0.30368131644807866
2022-03-31,0.3239293226270356
2022-04-01,0.14795693199055782
2022-04-02,0.5297069965551296
2022-04-03,0.608660613078678
2022-04-04,0.2548124699353956
2022-04-05,0.26080007505589636
2022-04-06,1.1298130888059952
2022-04-07,0.46547143331364443
2022-04-08,0.397853913217567
2022-04-09,0.872618950849426
2022-04-10,1.247556403954176
2022-04-11,1.308372235465525
2022-04-12,0.11717130257275657
2022-04-13,0.33484787963654683
2022-04-14,3.9677819466569284
2022-04-15,4.645195014315886
2022-04-16,0.7422563899578392
2022-04-17,4.737884210692584
2022-04-18,2.2614044083579294
2022-04-19,2.7067333830763465
2022-04-20,2.040298220296593
2022-04-21,0.0019128941863343336
2022-04-22,1.6248369668003009
2022-04-23,1.6709388953539124
2022-04-24,0.9320978646072141
2022-04-25,0.1919970585681174
2022-04-26,2.201742669688943
2022-04-27,0.3019121702139576
2022-04-28,0.17404240091749723
2022-04-29,2.735511839241329
2022-04-30,1.109854553313251
2022-05-01,1.3507119244693413
2022-05-02,1.959977291834851
2022-05-03,0.648553377368312
2022-05-04,3.175924802360975
2022-05-05,4.406391819696063
2022-05-06,2.142964575196738
2022-05-07,2.241376086327153
2022-05-08,1.5451131263153925
2022-05-09,2.588849465983609
2022-05-10,1.9062309888178024
2022-05-11,2.402527163453076
2022-05-12,4.899037619674767
2022-05-13,6.289335785217691
2022-05-14,2.0266110609703953
2022-05-15,2.8036471057440275
2022-05-16,2.806151709303368
2022-05-17,11.746656717138661
2022-05-18,15.706225542567562
2022-05-19,20.578435666089796
2022-05-20,20.68588023190049
2022-05-21,7.0451117560429415
2022-05-22,0.5594348624969522
2022-05-23,1.3929766448808536
2022-05-24,0.0487514169940698
2022-05-25,0.40322178511785856
2022-05-26,0.4963607881353169
